SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02889,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37816,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.68372,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6086,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.06371,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18926,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11334,%,189,F
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23149,%,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,BRAIN,2.057,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.078,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,HEART,1.021,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,KIDNEY,1.846,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,LIVER,9.743,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,OVARY,0.172,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,SPLEEN,0.511,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,THYMUS,0.306,g,189,F
T104244-5,T104244-5-0096,,,,WEIGHT,Weight,UTERUS,0.625,g,189,F
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.53887,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.46808,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01228,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.23548,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.31831,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,HEART,0.25836,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.60412,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3519,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.15651,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.98961,%,184,M
T104244-5,T104244-5-0016,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.06357,%,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,BRAIN,2.238,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,EPIDIDYMIS,1.944,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.051,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.978,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.322,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,HEART,1.073,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,KIDNEY,2.509,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,LIVER,13.921,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,SPLEEN,0.65,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,TESTIS,4.11,g,184,M
T104244-5,T104244-5-0016,,,,WEIGHT,Weight,THYMUS,0.264,g,184,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.5063,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.3754,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01213,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.20316,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.30215,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28111,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.54886,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1289,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.14328,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.84458,%,185,M
T104244-5,T104244-5-0018,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.08389,%,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,BRAIN,2.046,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,EPIDIDYMIS,1.517,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.049,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.821,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.221,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,HEART,1.136,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,KIDNEY,2.218,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,LIVER,12.644,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,SPLEEN,0.579,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,TESTIS,3.413,g,185,M
T104244-5,T104244-5-0018,,,,WEIGHT,Weight,THYMUS,0.339,g,185,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.50677,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.38382,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01318,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.26365,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.38153,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,HEART,0.29661,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.6064,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1623,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.17239,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.94281,%,183,M
T104244-5,T104244-5-0006,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.05121,%,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,BRAIN,1.999,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,EPIDIDYMIS,1.514,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.052,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.04,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.505,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,HEART,1.17,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,KIDNEY,2.392,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,LIVER,12.474,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,SPLEEN,0.68,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,TESTIS,3.719,g,183,M
T104244-5,T104244-5-0006,,,,WEIGHT,Weight,THYMUS,0.202,g,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.57553,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.43829,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01198,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.30469,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.41798,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28021,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.67293,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3803,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.12448,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0141,%,183,M
T104244-5,T104244-5-0007,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.04818,%,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,BRAIN,2.21,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,EPIDIDYMIS,1.683,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.046,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.17,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.605,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,HEART,1.076,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,KIDNEY,2.584,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,LIVER,12.98,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,SPLEEN,0.478,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,TESTIS,3.894,g,183,M
T104244-5,T104244-5-0007,,,,WEIGHT,Weight,THYMUS,0.185,g,183,M
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.8388,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03586,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33222,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.79511,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6664,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.07255,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22011,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.06966,%,188,F
T104244-5,T104244-5-0086,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.20774,%,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,BRAIN,2.035,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.087,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,HEART,0.806,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,KIDNEY,1.929,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,LIVER,8.895,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,OVARY,0.176,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,SPLEEN,0.534,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,THYMUS,0.169,g,188,F
T104244-5,T104244-5-0086,,,,WEIGHT,Weight,UTERUS,0.504,g,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.78448,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02345,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33716,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.69066,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8726,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.05571,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22115,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.09968,%,188,F
T104244-5,T104244-5-0088,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23748,%,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,BRAIN,1.873,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.056,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,HEART,0.805,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,KIDNEY,1.649,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,LIVER,9.246,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,OVARY,0.133,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,SPLEEN,0.528,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,THYMUS,0.238,g,188,F
T104244-5,T104244-5-0088,,,,WEIGHT,Weight,UTERUS,0.567,g,188,F
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.59379,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.39219,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0145,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.2982,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.43976,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.4122,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.69967,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.0934,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.15925,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.062,%,183,M
T104244-5,T104244-5-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.04467,%,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,BRAIN,2.047,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,EPIDIDYMIS,1.352,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.05,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.028,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.516,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,HEART,1.421,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,KIDNEY,2.412,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,LIVER,10.664,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,SPLEEN,0.549,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,TESTIS,3.661,g,183,M
T104244-5,T104244-5-0004,,,,WEIGHT,Weight,THYMUS,0.154,g,183,M
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.74755,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03541,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34089,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.86779,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.872,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.05993,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22181,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.08406,%,185,F
T104244-5,T104244-5-0081,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.45257,%,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,BRAIN,1.921,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.091,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,HEART,0.876,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,KIDNEY,2.23,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,LIVER,9.95,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,OVARY,0.154,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,SPLEEN,0.57,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,THYMUS,0.216,g,185,F
T104244-5,T104244-5-0081,,,,WEIGHT,Weight,UTERUS,1.163,g,185,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.78675,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03037,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,HEART,0.3709,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.72561,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4989,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.07734,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20205,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11135,%,189,F
T104244-5,T104244-5-0098,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.34135,%,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,BRAIN,1.943,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.075,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,HEART,0.916,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,KIDNEY,1.792,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,LIVER,8.641,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,OVARY,0.191,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,SPLEEN,0.499,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,THYMUS,0.275,g,189,F
T104244-5,T104244-5-0098,,,,WEIGHT,Weight,UTERUS,0.843,g,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.75402,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0304,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,HEART,0.43321,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.73762,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4769,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.09,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.1768,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.0876,%,189,F
T104244-5,T104244-5-0100,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.52041,%,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,BRAIN,1.885,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.076,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,HEART,1.083,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,KIDNEY,1.844,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,LIVER,8.692,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,OVARY,0.225,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,SPLEEN,0.442,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,THYMUS,0.219,g,189,F
T104244-5,T104244-5-0100,,,,WEIGHT,Weight,UTERUS,1.301,g,189,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,BRAIN,1.93,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.86537,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,HEART,0.872,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39099,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,LIVER,7.577,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3974,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,KIDNEY,1.32,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.59186,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,OVARY,0.133,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.05963,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,UTERUS,0.336,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.15066,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.087,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03901,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,SPLEEN,0.594,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.26634,%,57,F
T103901-4,T103901-4-0092,,,,WEIGHT,Weight,THYMUS,0.444,g,57,F
T103901-4,T103901-4-0092,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19908,%,57,F
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.35025,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.79,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.24124,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.964,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.29437,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.072,g,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,BRAIN,2.296,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70112,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,HEART,1.546,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,HEART,0.47209,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,LIVER,13.576,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1456,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,KIDNEY,2.883,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.88037,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,TESTIS,3.737,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.1411,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,EPIDIDYMIS,1.147,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02199,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,SPLEEN,0.798,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24368,%,30,M
T103901-4,T103901-4-0005,,,,WEIGHT,Weight,THYMUS,0.524,g,30,M
T103901-4,T103901-4-0005,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16001,%,30,M
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,BRAIN,1.945,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.82444,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,HEART,0.738,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31282,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,LIVER,8.245,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4949,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,KIDNEY,1.828,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.77485,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,OVARY,0.201,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.0852,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,UTERUS,1.169,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.49551,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.114,g,57,F
T103901-4,T103901-4-0090,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.04832,%,57,F
T103901-4,T103901-4-0090,,,,WEIGHT,Weight,SPLEEN,0.509,g,57,F
